id,name,original_name,overview,first_air_date,original_language,origin_country,popularity,vote_average,vote_count,genre_ids,poster_path,backdrop_path
134800,슈퍼푸드의 힘,슈퍼푸드의 힘,인류의 수명을 끌어올린 생명 연장의 원동력을 찾아서 당신의 몸 속 장수 세포를 깨울 세계 각국 무병장수 건강법을 소개하는 프로그램,2021-08-06,ko,,15.9856,0,0,,/oxKjB4fCvmbeodzss2bQlSS3Rty.jpg,/qYveTxRcDr2f4BMrxpNHuT0yjsI.jpg
83200,뱀파이어 아이돌,뱀파이어 아이돌,미지의 행성에서 날아온 꽃미남 뱀파이어들과 상큼발랄 지구 최강 아이돌 걸스걸스들의 좌충우돌 지구적응기!,2011-12-06,ko,KR,19.2498,6.7,3,"35,18",/3feX8F9OZLjshJhulsq1eR6F6vO.jpg,/kmnlkOnAv5dUSEGQXCRdXgHCW7W.jpg
224756,동네스타K,동네스타K,시즌3는 동스케 고등학교로 간다! 방송국 동네에서 깨나 유명한 스타들과 조나단이 펼치는 우당탕탕 음악 토크쇼 ♬,2022-03-19,ko,KR,17.1244,0,0,,/vKkbanp7etyoTKb27GB9H4bVQMp.jpg,/2Gq7rgBshDaGyxY2O2XpJq6K4aH.jpg
66082,또 오해영,또 오해영,"2016년 5월 tvN에서 방영을 시작한 드라마. ""모든 것은 오해로 시작되었다!"" '오해영'이라는 동명이인의 두 여자와 그들 사이에서 미래를 보기 시작한 남자 '박도경'이 미필적 고의로 서로의 인생에 얽혀가는 동명 오해 로맨스. 선택을 달리 할 타이밍이 온다. 앞으로 벌어질 일들이 머릿속에 스치듯이 보이기 시작한다면? 그런데 아무리 노력해도 상황이 바뀌지 않는다면? 그럼 이게 무슨 능력인데? 아무 능력도 아닌 거 아닌가. 그러다가 남자는 알게 된다. 마음만 변주를 줄 수 있다는 것을. 그 무엇 보다 마음이 제일 중요한 것이기에.",2016-05-02,ko,KR,18.7722,8.2,239,"35,18",/dYPBELz9pxdThm727tqWGlcX3hc.jpg,/91iCQUNW6O65UrM8ObsvafMb4OS.jpg
128995,유미의 세포들,유미의 세포들,세포들과 함께 먹고 사랑하고 성장하는 평범한 유미의 이야기를 그린 세포 자극 공감 로맨스,2021-09-17,ko,KR,18.7954,7.5,43,"35,18",/bV2Z5REejzuRCaV4MAZw0wX5zx1.jpg,/zsP0oGaXXR8bsIiUmdIDTT6HhzZ.jpg
37850,왔다! 장보리,왔다! 장보리,제주도를 배경으로 훈훈한 가족의 이야기를 담은 연속극으로 재혼 가정의 화합과 사랑을 밝고 경쾌하게 그린 작품이다.,2014-04-05,ko,KR,18.2297,6.3,3,"10751,18",/4KVEooJoUqtWXy1YqgBvMBvxynd.jpg,/kSb6r6tO03bXS4meX1Hwb1IBSXa.jpg
113622,시지프스 : the myth,시지프스 : the myth,우리의 세상에 정체를 숨기고 살아가고 있는 존재를 밝혀내려는 천재 공학자 한태술과 그를 위해 멀고도 위험한 길을 거슬러온 구원자 강서해의 여정을 그린 판타지 미스터리 드라마,2021-02-17,ko,KR,24.0467,7.133,109,"10765,18,9648,10759",/kpf1SOApAMXtnKHjdCJSbSyiCVe.jpg,/spmEC5NT0siVLj6iMTLzYCdtAW1.jpg
214999,나쁜 엄마,나쁜 엄마,자식을 위해 악착같이 나쁜 엄마가 될 수밖에 없었던 엄마 영순과 어느날 아이가 돼버린 검사 아들 강호가 다시 모자 관계를 회복하는 내용을 담은 감동 힐링 코미디,2023-04-26,ko,KR,18.2413,8.901,157,"18,35",/o8h8BJz85BNI6g6ty47jbpEDAiK.jpg,/zRRyu5cBOQBnBzuywWSUqT0qScI.jpg
51236,원더풀 마마,원더풀 마마,"잘 나가는 사채업자인 한 어머니가 치매 환자가 된 뒤, 세 자녀와 풍랑을 헤쳐나가는 이야기",2013-04-13,ko,KR,19.1626,5.5,2,,/lw5hziFOPJ34ZEgPKsFiAqcHQLu.jpg,/o1DNHE60qBZmBAqtDHWvMylgmYZ.jpg
79991,라이프,라이프,"2018년 7월 JTBC에서 방영을 시작한 메디컬 드라마. 34개의 진료과목과 2,000개 규모의 병상을 갖춘 상국대학병원은 60년이 넘는 시간 동안 수많은 환자들과 의료진을 품은 유기체로 이 땅에서 숨 쉬고 있다. 어느 날 이곳에 의사가 아닌 재벌그룹 출신의 전문경영인이 병원 사장으로 오게 된다. 환자와 의료진으로만 이뤄졌던 상국대병원의 새로운 지배자인 셈. 여기에 한 청년의사가 반응한다. 지금껏 조용히 제 일만 하던 그는 자리에서 일어나 사장이 던진 돌을 집어 힘껏 되던진다. 둘의 격렬한 면역반응은 하루 8천 명의 환자가 드나드는 거대 의료기관을 어디로 끌고 갈까?",2018-07-23,ko,KR,17.5308,7.3,35,18,/gQiGGqQaim5xsYBvdTBslk36Lha.jpg,/xrOqBDRDknVssWMW63n64xiLAr8.jpg
68157,삼시세끼 어촌편,삼시세끼 어촌편,"2015년 1월 tvN에서 방영을 시작한 리얼리티쇼. 나영석 PD가 연출을 맡았다. 농촌을 벗어난 삼시세끼, 이번엔 어촌이다. 자급자족 어부 라이프를 슬로건으로 전라남도 신안군 흑산면 만재도와 전라남도 고흥군 도양읍 득량도를 오가며 정성스러운 한 끼를 찾아 떠나는출연진들의 고군분투 생존기를 그린다. 전작에 이어 환상의 케미를 자랑하는 차승원과 유해진 콤비, 이서진과 에릭, 윤균상 삼형제들과 그들을 찾아오는 게스트들이 등장하며, 전작보다 더욱 더 업그레이드된 요리들이 시청자의 눈을 현혹한다.",2015-01-23,ko,KR,18.2287,8.1,7,10764,/tZCKvLfEsU6PVgjuHNNYACoksq0.jpg,/aevkKyYU1fTazDdkBd5XEEVBlwc.jpg
74508,마스터 키,마스터 키,,2017-10-14,ko,KR,15.5335,9.2,4,"3,510,751,964,810,760",/lc4BqOT7OHAj7kblkDedKtPrMsk.jpg,/4SfZ3TGoeUnCWOm2gwxtWWpm7fw.jpg
128285,토지,토지,"최서희라는 주인공의 굴곡진삶을 다양하고  입체적이게 그려나가면서  지나온 우리 삶의 발자취를  돌아보게 만들 것이다.

100여년 전의 인물들이  현대를 살아가는 우리들과  결코 다르지 않은 본성을  가지고 있음을 느끼게 될것이다.

그리고 그런 느낌은  드라마 토지를 시대를  초월한 생생한 인간 드라마로  이해하는 계기가 될 것이다.",2004-11-27,ko,KR,22.2132,0,0,18,/njBMSoAOXxoeOTdvC3YHLstTdCU.jpg,/633Y3ihGJVIXIyBIOuukEiEXqE0.jpg
39004,사랑은 아무도 못말려,사랑은 아무도 못말려,,2006-01-02,ko,KR,14.7466,0,0,18,,
108284,구미호뎐,구미호뎐,"1999년, 여우고개에서 벌어진 기이한 교통사고로 부모를 잃은 9살 소녀, 지아. 21년 후, 30살이 된 지아는 세상의 숨겨진 미스터리를 찾아서 밝히는 탐사보도 프로그램 “도시 괴담을 찾아서”의 피디로 활약 중이다. 그런데 어느 날, 지아네에 수상한 ‘괴물’에 대한 제보가 들어오는데...",2020-10-07,ko,KR,18.1213,8.346,462,"10765,18,35,9648",/61OTnrKWaJ4n5aZTdNXvt80t8nv.jpg,/oPJQvS8Xyg7chAX0jQoC2smqMxv.jpg
61543,고교처세왕,고교처세왕,철없는 고등학생이 대기업 간부로 입사하면서 벌어지는 에피소드를 그린 로맨틱 코미디 드라마,2014-06-16,ko,KR,17.5702,7.4,13,"35,10749,18",/e108O8MKi74uyokf6Dpo23rwxqa.jpg,/cWrM3yKF2xAPaKQ4Ihbl6C4V7gc.jpg
97766,루갈,루갈,"동명의 웹툰이 원작이며 바이오 생명공학 기술로 특별한 능력을 얻은 인간 병기들이 모인 특수조직 '루갈'이 대한민국 최대 테러집단 '아르고스'에 맞서 싸우는 액션 히어로 드라마. 황득구(박성웅)을 필두로 한 국내 최대의 범죄 조직 아르고스! 이들을 쫓던 형사 강기범(최진혁)은 임무 수행 중 아르고스의 습격을 받아 동료들과 사랑하는 아내, 자신의 두 눈마저 잃게 된다. 아르고스의 범행이라고 주장하지만 증거가 불충분한 상황. 기범은 아내를 죽이고 두 눈을 자해한 살인마로 낙인 찍혀 교도소에 수감된다. 그러던 중, 새로운 눈을 주겠다는 은밀한 제안에 목숨을 건 교도소 탈출을 감행하는데...",2020-03-28,ko,KR,16.5531,6.9,51,"10759,80,9648,10765,18",/odeAVdSnvzC3r4NzjK7MyKKeJ3J.jpg,/h31iY3429ivyMCRr9gyt2msBECn.jpg
99047,청춘기록,청춘기록,"현실의 벽에 절망하지 않고 스스로 꿈과 사랑을 이루기 위해 노력하는 청춘들의 성장 기록을 담은 드라마. 모델에서 배우라는 꿈을 향해 열심히 달려가고 있는 혜준. 하지만 그 길은 험난하기만 하다. 믿었던 에이전시 대표 태수에게 발등 찍히고, 같은 꿈을 꾸는 친구 해효와 비교당하기 일쑤. 그런 혜준 앞으로 입영통지서가 날아오는데...",2020-09-07,ko,KR,20.5847,8.1,225,18,/gDWva9h1wHz40wXvOTfpTNM3ws8.jpg,/18ypvPahjmmue1iR4N4YgTBrO8N.jpg
87687,에이틴,에이틴,"지나온 10대를 이야기하는 것은 쉽지만, 우린 지금 처음으로 10대를 보내고 있으니까. 고민 없을 나이라고 하기엔 모든 순간이 너무 진심이었으니까. 10대 공감 로맨스 웹드라마.",2018-08-01,ko,KR,18.4326,6.6,12,"35,18",/3JeSZN5DOFTnRzC35ezQwyI7KLo.jpg,/sMWU4MmQLfR6wjcecKucdAnY5gA.jpg
93040,청일전자 미쓰리,청일전자 미쓰리,"어느 날 갑자기 사장님이 사라졌다. 자살인지, 실종인지, 어디로 튄 건지 알 길이 없다. 회사가 빚더미에 나앉자 계산 빠른 사람들은 재빠르게 제 살 길 찾아 떠나갔고, 남은 건 오합지졸 뿐. 이들은 인생 최대 위기를 어떻게 헤쳐 나갈까? 이 난리통 속에서 졸지에 사장이 되어버린 말단경리 미쓰리! 뇌가 해맑은 천방지축 미쓰리가 사장이 되어 회사를 살려보겠다고 허우적거리는데...",2019-09-25,ko,KR,14.4696,6,6,18,/2fGWfUS5YJx82BUkAz0YhnhEqeo.jpg,/eALXhpDgpqXxO9l87gvHAf1kdz8.jpg
68349,역도요정 김복주,역도요정 김복주,"바벨만 들던 스물한 살 역도선수 김복주에게 닥친 폭풍 같은 첫사랑을 그린 감성 청춘 드라마. 바벨만 들던 스무살 역도선수 김복주에게 폭풍 같은 첫사랑이 닥친다. 그녀, 굳은 살 박힌 제 손이 처음으로 부끄럽다. 그녀, 사랑 앞에 처음으로 여자이고 싶다. 꿈과 목표를 향해 달려가는 체대생들의 치열한 인생 성장기, 서툰 천사랑에 관한 에세이. 우리 모두 그 지점을 지나왔다. 청춘을 응원한다.",2016-11-16,ko,KR,22.4337,8.5,896,"35,18",/ssKVvJM341QiRdBmj8fOAOcpYdl.jpg,/oyZ24kDKTBPZsuLr0fqGO8r5IVA.jpg
24077,카이스트,카이스트,"

1999년에 카이스트 1기가 방영되었고, 그 이어 2000년에 카이스트 2기가 방영되었다. 카이스트 1기에서는 전자, 전산학도들에게 포커스 되어 전개되었고 실제 세계 최초로 카이스트 김종환교수가 개발한 로봇축구와 'MR'동아리 등이 소재로 등장했다. 또한 당시엔 신인 급이었지만 지금은 스타로 성장한 많은 배우들과 함께 실제 카이스트 학생들이 드라마에 종종 출연하며 주목을 끌었다.",1999-01-24,ko,KR,18.5242,0,0,,/b1K0jws7fBjzPNv17eNfYNr3mxP.jpg,/qGAb651pIvC54D2quNgbIE7AIoj.jpg
71871,최고의 한방,최고의 한방,"사랑하고, 이야기하고, 먹고 사는 것을 치열하게 고민하는 이 시대의 20대 청춘 소란극 드라마. 1993년, '카올라'라는 태풍과 함께 2017년으로 넘어오게 된 90년대 최고 인기 스타 유현재(윤시윤). 각각의 오해로 인해 경찰서에서 만나게 된 절친 우승(이세영)과 지훈(김민재). 경찰서를 나와 차를 타고 집으로 향하던 우승과 지훈은 갑자기 튀어 나온 현재를 치고 마는데...",2017-06-02,ko,KR,13.5738,7.128,39,18,/xiG6Kq6nCo5lzSYc8bXc0cH3Kzh.jpg,/eaibOV0VXlHR5zHruThezTTwksI.jpg
158900,더 존: 버텨야 산다,더 존: 버텨야 산다,인류를 위협하는 재난 속 탈출구 없는 8개의 미래 재난 시뮬레이션 존에서 펼쳐지는 인류대표 3인방의 상상 초월 생존기를 그려낸 리얼 존버라이어티,2022-09-08,ko,KR,15.9569,6.9,14,"10764,35",/r9yMXZZFy6XBMhqdMcVWWEZH0O7.jpg,/ymu6yKlox2JNFwZt2syOuFq823b.jpg
41526,계백,계백,백제의 31대 마지막 왕 의자왕과 장수 계백을 재조명하는 퓨전사극이다.,2011-07-25,ko,KR,18.1275,6,10,"1,810,759",/4Ritqjtyz2IZmlmaR2aKyQijYRF.jpg,/2cKYE3cpyDOw1ubTq6zjc6gDHBW.jpg
94510,레버리지: 사기조작단,레버리지: 사기조작단,국내 최고의 엘리트 보험 조사관에서 최고의 사기 전략가로 다시 태어난 이태준이 법망 위에서 노는 진짜 나쁜 놈들을 잡기 위해 각 분야 최고의 선수들과 함께 뭉쳐 정의를 구현하는 케이퍼 드라마,2019-10-13,ko,KR,16.033,8,12,80,/xBnKqQUy5NJdJ6fCD0dmiNNFSU6.jpg,/eDoemU0ZJxcOngpofKZS5z4kKat.jpg
134757,할명수,할명수,원조 별명 부자 박명수가 유튜브에서 주인공이 되어 펼치는 B급 감성 부캐쇼,2020-08-21,ko,KR,18.0159,0,0,,/eP6dMZwseXM0ljc0g9JXkKFR9Xy.jpg,
129655,왕룽의 대지,왕룽의 대지,"자기 정체성을 잃어버리고 엉거주춤하게 변모해가는 주인공 왕룽과 가치관의 혼란으로 흔들리는 찬새미 주민들의 삶의 형태를 보여주며, 땅의 소중함과 그들 나름의 삶의 방식을 찾아내는 과정을 그린다",2000-01-01,ko,KR,16.8896,0,0,18,,
68891,미씽나인,미씽나인,비행기 추락 사고로 무인도에 떨어진 9명의 조난자와 1명의 목격자. 그 사이에서 벌어지는 일들의 진실을 파헤쳐나간다.,2017-01-18,ko,KR,17.8298,6.5,22,"35,18,9648",/cyZxexFviO7agdpIwptdtA4GyOb.jpg,/ltnApA9rg54hJ2rbwPck14TOdwp.jpg
5292,하얀거탑,하얀거탑,대학 병원을 배경으로 권력에 대한 야망을 가진 천재 의사 장준혁의 끝없는 질주와 종말을 그리고 있다.,2007-01-06,ko,KR,18.0509,8,5,18,/nIfG2NxKJdYnLQ6qrRRrVaJkLdm.jpg,/gKfFRgzixhYlwsPcB9yZW9hyjtd.jpg
198243,아들 녀석들,아들 녀석들,각기 다른 개성을 가진 아들들의 이야기를 중심으로 하는 가족 드라마로 결혼과 이혼에 대한 이야기를 다뤄 결혼의 정의를 찾아보는 드라마,2012-09-22,ko,KR,15.7026,0,0,"35,18",/1I0jTsYVJl61QKlgFR87isIchsc.jpg,
135840,우리들의 블루스,우리들의 블루스,"2022년 4월 tvN에서 방영을 시작한 드라마. 사랑은 달콤하면서도 씁쓸하고, 인생은 좋을 때도 슬플 때도 있는 법. 바쁘게 돌아가는 섬 제주에서 하루하루 살아가는 우리들의 이야기가 펼쳐진다. 이 드라마는 인생의 끝자락 혹은 절정, 시작에 서 있는 모든 삶에 대한 응원이다. 따뜻한 제주, 생동감 넘치는 제주 오일장, 차고 거친 바다를 배경으로 14명의 시고 달고 쓰고 떫은 인생 이야기를 옴니버스라는 압축된 포맷에 서정적이고도 애잔하게, 때론 신나고 시원하고 세련되게 전한다.",2022-04-09,ko,KR,19.2684,8.6,63,18,/1qbiyfmJe7tu4QpqCz5flW93mKj.jpg,/v7tP30lhgEs3QwJhkrTRW6eHwXV.jpg
47179,구가의 서,구가의 서,"반인반수로 태어난 최강치가 사람이 되기 위해 좌충우돌 벌이는 스펙타클 멜로 대서사시 & 유쾌상쾌 무협 활극!

사람은 될수 없지만 그 누구보다 더 인간적인 삶을 살기 위해 고군분투하는 반인반수 최강치의 휴먼 감동 大여정기!",2013-04-08,ko,KR,16.0675,6.9,43,"10759,35,10765,18",/kt4pmFvJnWyQImadYyVCiP1DQdH.jpg,/yeZWVJ8uLvzRZ9mz6yzDTjh5gqN.jpg
156589,서울 체크인,서울 체크인,"제주살이 9년 차 이효리의 서울 입성기를 담은 리얼리티 프로그램. 이효리의 소울-풀 서울 스토리. 서울에서 이효리는 어디서 자고, 누구를 만나고, 무엇을 할까?",2022-04-08,ko,KR,15.9538,0,0,10764,/mJGFXXOGSFpMpDtvwUa0ElUItw6.jpg,/zMKsFUpGHFwTSVswyTB1QvxMwUl.jpg
158368,은실이,은실이,,1998-11-09,ko,KR,18.5586,10,1,,/2zryiwIOiJD0cc8OpfcCJpGa06e.jpg,/aqrQSUj6mhNfKnQKBZqoRYBjdAA.jpg
47550,맨발의 친구들,맨발의 친구들,"맨발의 친구들》은 2013년 4월 21일 방영을 시작한 SBS TV의 예능 프로그램인 일요일이 좋다의 전 코너이다. 2013년 11월 17일 방송을 끝으로 종영했으며, 후속작으로는 K팝스타 시즌 3가 방영됐다.",2013-04-21,ko,,18.737,0,0,35,,
39346,시티헌터,시티헌터,사회악을 제거하는데 앞장서는 도시 사냥꾼의 이야기를 다룬 드라마,2011-05-25,ko,KR,18.2543,7.43,93,"10759,18,80",/qv8tf25OqGICqafZJWTfF5FlU0U.jpg,/gBjn4m2ERf76kcd8YorUbgxacDV.jpg
61173,너희들은 포위됐다,너희들은 포위됐다,강남경찰서를 배경으로 한 청춘 성장 로맨스 수사물. 단 한 번도 형사를 꿈꿔본 적 없는 4명의 1년 차 신입 형사들과 이들을 도맡게 된 명실상부 최고의 수사관인 강력반 팀장의 성장드라마,2014-05-07,ko,KR,16.275,7.947,19,"10759,35,18",/jZsOCa0OI7ippfvzgzCQNL0IgYC.jpg,/hQVn2bXLkeLlzMtcAw80pbGcvPk.jpg
63500,미세스 캅,미세스 캅,"경찰로는 백점, 엄마로선 빵점. 정의롭고 뜨거운 심장을 가진 경찰 아줌마의 활약을 통해 대한민국 워킹맘의 위대함과 애환을 그린 작품. 염창동 강간살인사건으로 세상이 떠들썩했던 2013년, 이 연쇄살인사건의 범인을 검거하기 위해 혈안이 되어있던 강력 5팀 팀장 영진은 오른팔 재덕과 함께 잠복수사 중 유력 용의자를 눈앞에 두게 된다. 그런데 하필이면 오늘이 하나뿐인 딸의 학예회! 빨리 오라며 재촉하는 동생 남진의 전화도 뒤로하고, 딸과의 약속마저 져버린 채 잡은 범인인데 뭔가 찝찝하기만 한데...",2015-08-03,ko,KR,16.95,6.4,9,"80,10759,9648,18",/7iyjqUEperLUrcFi3oC4UVEtd4Y.jpg,/oPw2mpEVPSGCYqFrH0fV6XMWey0.jpg
61670,힐러,힐러,"정치나 사회정의 따위는 상관없이 살아가던 젊은이들.. 이들의 부모세대가 물려준 세상과 맞짱 뜨면서 자신과 세상을 치유해가는 통쾌하고 발칙한 열혈로맨스.

",2014-12-08,ko,KR,18.0242,8.312,292,"35,10759,9648,18",/a24Tm3vJoWb3X3DSdTSwIp6xx8w.jpg,/uFoPKUmrJBWwOCKFfRO2LiGFSwV.jpg
113623,보쌈 - 운명을 훔치다,보쌈 - 운명을 훔치다,생계형 보쌈꾼이 실수로 옹주를 보쌈하며 벌어지는 파란만장 인생 역전극,2021-05-01,ko,KR,16.8925,6.933,15,18,/kX3YujxP0hYrA4lIonr5qtcR0ja.jpg,/fN1icWYuUrfUZTNYX67vRZSnf32.jpg
47007,아름다운 그대에게,아름다운 그대에게,남장미소녀가 남자 체고에 위장전학 오면서 벌어지는 좌충우돌 생존기를 그린 드라마.,2012-08-15,ko,KR,15.4469,6.643,35,"35,18",/raj21Y25bZfZebWSJDmEWQ14N2P.jpg,/qPzBRXX8PhR1wykOJrmM1mLg7rf.jpg
71347,엽기적인 그녀,엽기적인 그녀,"까칠한 도성 남자의 대표주자 견우와 조선의 문제적 그녀가 펼치는 예측 불허 로맨스 드라마. 새로운 배경에서 새로운 시각으로 펼쳐지는 견우와 그녀의 러브스토리! 누구도 상상하지 못했던 사극판 엽기적인 그녀가 펼쳐진다. 배경을 조선시대로 옮겨 새로운 스토리와 갈등을 입히고 지하철 구토 씬 등 원작을 대표하는 장면들을 재구성해 원작을 본 사람에게도, 못 본 사람에게도 흥미진진한 드라마를 만들고자 한다. 조선의 꽃청춘 견우와 그녀의 달콤한 로맨스는 물론, 한양 청춘들의 쫄깃한 연애담까지! 눈과 마음이 모두 화사해지는 업그레이드된 청춘사극!",2017-05-29,ko,KR,18.1676,6.242,33,"35,18",/eT8IV1nERJq3IvpOQwNOgTvVjCh.jpg,/9bp9cVuqmZUAVfTpCxiPIpC5ACS.jpg
278566,핸썸가이즈,핸썸가이즈,"tvN NEW 일요 버라이어티의 탄생! 예능 베테랑 차태현X김동현X이이경과 예능 루키 신승호X오상욱이 뭉쳤다! 대한민국 사람이라면 꼭 알아야 할 문화, 자연, 장소, 매력적인 인물들까지 매주 핸썸가이즈가 소개해드립니다!",2024-12-01,ko,KR,18.1391,9,1,10764,/8ryyjbEIEvHSWMZXgJAEAj1y4Lb.jpg,/wJT740oBRp1gaJJtZ3BY78tG0st.jpg
246748,폭군,폭군,한국에서 비밀리에 진행하던 프로젝트가 미국 정보기관에 발각됐다. 프로젝트를 폐기하고 샘플을 미국에 넘기려는데... 배달 사고가 일어난다. 샘플을 숨기려는 최국장과 직접 찾아 나선 미국 측 요원 폴. 그들과 지독하게 얽힌 자경과 임상까지 모두가 한곳에 모이는데. 과연 최후의 샘플을 차지하는 자는 누가 될 것인가.,2024-08-14,ko,KR,17.338,7.1,44,"10759,18,10765",/vuZfYRDXQsUZ1YbrXBSI3Cs2BeY.jpg,/A0VcA80YupTVei5a05UGfBXVrUT.jpg
62266,"킬미, 힐미","킬미, 힐미",일곱 개의 인격을 가진 다중 인격 재벌 3세와 그의 비밀 주치의가 된 레지던트 1년차 여의사의 힐링 로맨스 드라마.,2015-01-07,ko,KR,21.3726,8.1,182,"35,18,9648",/jb36rbnVACapNqozT33CFcEYEOf.jpg,/1JLs8argXHwmfzzfKembKTsD0fK.jpg
259015,그놈은 흑염룡,그놈은 흑염룡,"2000년 온라인 게임에서 만난 첫사랑 오빠 ""ID : 흑염룡"". 그러나 그는 체인을 두른 패션으로 나타난 중2병, 아니 진짜 중2 였다! 그와의 흑역사를 남긴 채 10여년이 지나고, 새로 부임한 연하의 본부장에게서 흑염룡의 향기가 느껴진다. 혜진양의 동명 웹툰 원작",2025-02-17,ko,KR,18.1649,7.4,68,"35,18",/mi6Hx6pO1H557TJqyEcBwGvSRD3.jpg,/4Xer0oaXautbLRfJQOrlmPSCfN1.jpg
62277,전우치,전우치,"고전소설 전우치전을 소재로 한 퓨전 무협 사극, 친구의 배신으로 아버지처럼 여겼던 홍길동과 사랑한 여인 홍무연을 잃고, 복수를 꿈꾸게 된 율도국 도사 전우치의 이야기.",2012-11-21,ko,KR,22.0152,4,8,"351,075,910,765",/9s7sPBGFCTUp6vkq3UL2DrnLbB1.jpg,/h3WLd8Ggj4EAQiT0UpeaxoQLsVT.jpg
111368,누가 뭐래도,누가 뭐래도,365일 아름다운 꽃들로 가득한 꽃집을 중심으로 부모의 이혼과 재혼을 겪은 자녀들이 세상의 편견과 맞서 싸우며 일과 사랑 앞에 닥친 난관을 치열하게 이겨내며 성장해 가는 모습을 담은 드라마,2020-10-12,ko,KR,17.9429,6,2,"1,810,766",/504qzc03W90MAcn258i5XCWfMsk.jpg,/uUDl8D9bBJNbeE7Hj91QJikEfr8.jpg
91456,조선과학수사대 별순검,조선과학수사대 별순검,"《조선과학수사대 별순검 시즌 1》은 MBC 드라마넷에서 2007년 10월 13일부터 2007년 12월 29일까지 방영된 드라마로, 대한제국 시기를 배경으로 미스터리와 과학이 만나는 퓨전 추리 과학 사극이다.

MBC에서 방영된 추리다큐 별순검을 모태로 하고 있으며, 《CSI》나 《춤추는 대수사선》과 같은 추리물을 표방한다. 시즌 1이 인기리에 방영되면서 시즌 3까지 이어졌다.",2007-10-13,ko,KR,17.8684,7.5,2,80,/76hTlxuDnroByjGroXZ4mRYhS4a.jpg,/nkMBAtxhJj5YMZvKp9BPIetEdvA.jpg
14801,태왕사신기,태왕사신기,고구려 광개토태왕의 일대기를 배경으로 한 판타지 서사 무협 드라마,2007-09-11,ko,KR,18.4285,6.4,7,"1,810,765",/dIU6hG44mpGjSkek5JtQId4AX0c.jpg,/yHPUka5estrJwI0vAAZ6Ra3kH6s.jpg
15135,이산,이산,"가장 열린 생각을 갖고 가장 민주적인 방법으로 모두를 포용했던 현군 그 극적인 인생의 기다림과 좌절, 성공과 회한 빛나는 업적과 안타까운 사랑을 담은 드라마",2007-09-17,ko,KR,17.7794,7.4,16,18,/8sCilOf6jPs2XuBcVZERGlUsWk1.jpg,/TkPl6OFKHHieaWauQ1mleysIF9.jpg
87188,빅이슈,빅이슈,"연예인. 누군가의 첫사랑, 누군가의 워너비, 누군가의 별, 그리고 누군가의 가족, 누군가의 아픈 손가락. 희망에 고문당하고 악마에 저당 잡힌 영혼들로 피어난 악인의 꽃밭에서 불편한 진실을 들추어내는 파파라치 이야기.",2019-03-06,ko,KR,18.128,4.5,13,18,/fUPb2Yt38doQBynglH6weCL7i5P.jpg,/1vbFeV4cnjW4TYeiXnk3Bx3nmhp.jpg
45020,넝쿨째 굴러온 당신,넝쿨째 굴러온 당신,"'능력 있는 고아'를 이상형으로 꼽아온 커리어우먼 차윤희가 완벽한 조건의 외과 의사를 만나 결혼에 골인하지만, 상상하지도 못했던 시댁 등장으로 생기는 이야기를 그린 드라마다.",2012-02-25,ko,KR,17.0822,7.3,3,35,/atqb301DOg4zduQKxJ4Wg7rIkSA.jpg,/zuE5ItqbfEqEKTCaBdnk1EJ1OKA.jpg
79342,미스 함무라비,미스 함무라비,"강한 자에게 강하고 약한 자에게 약한 법원을 꿈꾸는 이상주의 열혈 초임 판사, 섣부른 선의보다 원리원칙이 최우선인 초엘리트 판사, 세상의 무게를 아는 현실주의 부장 판사, 달라도 너무 다른 세 명의 재판부가 펼치는 生 리얼 초밀착 법정 드라마",2018-05-21,ko,KR,15.5752,7.7,18,"18,35",/1XHqZFJ7B7MqVwTstf23u3guvpm.jpg,/AoA8SKDo03ru1gohrqy6qRvtcOk.jpg
37636,시크릿 가든,시크릿 가든,무술감독을 꿈꾸는 스턴트 우먼 길라임과 '까칠한' 백만장자 백화점 사장 김주원의 영혼이 바뀌면서 벌어지는 일을 다룬 로맨스 판타지 드라마,2010-11-13,ko,KR,18.4257,7.466,104,"35,18,10765",/5DOhLDAZyILrRE75pV1BpXAGLIR.jpg,/3dLLntvEB5uqyrSj4Q4QOF1CLDs.jpg
70194,아버지가 이상해,아버지가 이상해,"평생을 가족밖에 모르고 살아온 성실한 아버지 한수와 든든한 아내 영실, 개성만점 4남매 집안에 어느날 안하무인 아이돌 출신 배우가 얹혀 살며 벌어지는 코믹하고 따뜻한 가족드라마. 더불어 자식 세대의 결혼인턴제, 부모 세대의 졸혼 등 사랑과 결혼에 관한 이야기",2017-03-04,ko,KR,17.967,7.5,13,"35,18,10751",/sT6DCFaMVxqtAO1XjJxnvtFkcBe.jpg,/1IHECJ4gRYWRAvZImLfxza1Bm9V.jpg
74887,돈꽃,돈꽃,돈을 지배하고 있다는 착각에 살지만 실은 돈에 먹혀버린 사람들의 이야기를 담은 드라마. 대한민국 유수의 재벌그룹 청아의 변호사이자 해결사 필주(장혁)! 청아그룹의 위태로운 적통 황태자 부천(장승조)! 청아의 주인 자리에 부천을 올리기 위해 필주는 치밀하게 짜인 작전을 펼치기 시작하는데...,2017-11-11,ko,KR,16.4316,6.6,18,18,/8uVAyYAg5g6y1jhchT94hjI8EBz.jpg,/1a2lOMCAQb7p4dDpRLiDRyNCAxR.jpg
